"Ctrl_gbifID","Ctrl_bibliographicCitation","Ctrl_language","Ctrl_institutionCode","Ctrl_collectionCode","Ctrl_datasetName","Ctrl_basisOfRecord","Ctrl_catalogNumber","Ctrl_recordNumber","Ctrl_recordedBy","Ctrl_occurrenceStatus","Ctrl_eventDate","Ctrl_year","Ctrl_month","Ctrl_day","Ctrl_habitat","Ctrl_fieldNotes","Ctrl_eventRemarks","Ctrl_countryCode","Ctrl_stateProvince","Ctrl_municipality","Ctrl_county","Ctrl_locality","Ctrl_level0Name","Ctrl_level1Name","Ctrl_level2Name","Ctrl_level3Name","Ctrl_identifiedBy","Ctrl_dateIdentified","Ctrl_scientificName","Ctrl_decimalLatitude","Ctrl_decimalLongitude","Ctrl_nameRecordedBy_Standard","Ctrl_recordNumber_Standard","Ctrl_key_family_recordedBy_recordNumber","Ctrl_geospatial_quality","Ctrl_verbatim_quality","Ctrl_moreInformativeRecord","Ctrl_coordinates_validated_by_gbif_issue","wcvp_plant_name_id","wcvp_taxon_rank","wcvp_taxon_status","wcvp_family","wcvp_taxon_name","wcvp_taxon_authors","wcvp_reviewed","wcvp_searchNotes","parseGBIF_digital_voucher","parseGBIF_duplicates","parseGBIF_num_duplicates","parseGBIF_non_groupable_duplicates","parseGBIF_duplicates_grouping_status","parseGBIF_unidentified_sample","parseGBIF_sample_taxon_name","parseGBIF_sample_taxon_name_status","parseGBIF_number_taxon_names","parseGBIF_useful_for_spatial_analysis","parseGBIF_decimalLatitude","parseGBIF_decimalLongitude","parseGBIF_freq_duplicate_or_missing_data","parseGBIF_duplicates_map","parseGBIF_merged_fields","parseGBIF_merged","parseGBIF_dataset_result"
4061234242,"http://www.tropicos.org/Specimen/101614589",,"USZ","Tropicos","Tropicos","PRESERVED_SPECIMEN","101614589","Nee 33989","Michael H. Nee","PRESENT",1987-02-04,1987,2,4,,,,"BO","Santa Cruz",,"Andrés Ibáñez","12 km al E del centro de Santa Cruz, camino a Cotoca. ** 12 km al E del centro de Santa Cruz, camino a Cotoca","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra",,,"Achatocarpus nigricans Triana",-17.76666,-63.06666,"NEE",33989,"ACHATOCARPACEAE_NEE_33989",-3,8,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",FALSE,TRUE,7,FALSE,"groupable",FALSE,"Achatocarpus nigricans","divergent identifications",2,TRUE,-17.76666,-63.06666,"","","","FALSE","dup"
4031813334,"http://www.tropicos.org/Specimen/101614591",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101614591","Nee 33989","Michael H. Nee","PRESENT",1987-02-04,1987,2,4,,,,"BO","Santa Cruz",,"Andrés Ibáñez","12 km al E del centro de Santa Cruz, camino a Cotoca. ** 12 km al E del centro de Santa Cruz, camino a Cotoca","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","M.H. Nee",2023-01-01,"Achatocarpus praecox Griseb.",-17.76666,-63.06666,"NEE",33989,"ACHATOCARPACEAE_NEE_33989",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,7,FALSE,"groupable",FALSE,"Achatocarpus nigricans","divergent identifications",2,TRUE,-17.76666,-63.06666,"","","","FALSE","dup"
2452273786,,,"US","US","NMNH Extant Biology","PRESERVED_SPECIMEN","US 3136798","33989","M. Nee","PRESENT",1987-02-04,1987,2,4,,,,"BO","Santa Cruz",,,"Depto. Santa Cruz, Prov. Andres Ibanez, 12 km. E of center of Santa Cruz on road to Cotoca.","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra",,,"Achatocarpus nigricans Triana",-17.77,-63.07,"NEE",33989,"ACHATOCARPACEAE_NEE_33989",-3,8,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",FALSE,TRUE,7,FALSE,"groupable",FALSE,"Achatocarpus nigricans","divergent identifications",2,TRUE,-17.76666,-63.06666,"","","","FALSE","dup"
1936369943,,"es","MA","MA",,"PRESERVED_SPECIMEN","MA-01-00454918","33989","Michael Nee","PRESENT",1987-02-04,1987,2,4,"secondary (30-40 years old) subtropical forest dominated by Anadenanthera colubrina, very flat, on fine silty and sandy soil. Trees to 15m tall",,,"BO",,,,"Dpto. Santa Cruz, Prov. Andrés Ibañez, 12km E of center of Santa Cruz on road to Cotoca","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","Michael Nee",1987-01-01,"Achatocarpus nigricans Triana",-17.7667,-63.0667,"NEE",33989,"ACHATOCARPACEAE_NEE_33989",-3,7,4,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",FALSE,TRUE,7,FALSE,"groupable",FALSE,"Achatocarpus nigricans","divergent identifications",2,TRUE,-17.76666,-63.06666,"","","","FALSE","dup"
1261461981,"http://www.tropicos.org/Specimen/741244",,"LPB","Tropicos","Tropicos","PRESERVED_SPECIMEN","741244","Nee 33989","Michael H. Nee","PRESENT",1987-02-04,1987,2,4,,,,"BO","Santa Cruz",,"Andrés Ibáñez","12 km al E del centro de Santa Cruz, camino a Cotoca. ** 12 km al E del centro de Santa Cruz, camino a Cotoca","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra",,,"Achatocarpus nigricans Triana",-17.76666,-63.06666,"NEE",33989,"ACHATOCARPACEAE_NEE_33989",-3,8,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",FALSE,TRUE,7,FALSE,"groupable",FALSE,"Achatocarpus nigricans","divergent identifications",2,TRUE,-17.76666,-63.06666,"","","","FALSE","dup"
4031595157,"http://www.tropicos.org/Specimen/101866171",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101866171","Nee 34182","Michael H. Nee","PRESENT",1987-02-20,1987,2,20,,,,"BO","Santa Cruz",,"Andrés Ibáñez","The llanura, at the Jardin Botanico de Santa Cruz. 12 km E of center of Santa Cruz, on road to Cotoca","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.78333,-63.06666,"NEE",34182,"ACHATOCARPACEAE_NEE_34182",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","divergent identifications",2,TRUE,-17.78333,-63.06666,"","","","FALSE","dup"
2859069988,,,"CM","Botany",,"PRESERVED_SPECIMEN","CM346203","34182","Nee, M.","PRESENT",1987-02-20,1987,2,20,"brushy strips between fields, fine sandy soil",,,"BO","Santa Cruz",,,"Andres Ibanez, 12 km E of center of Santa Cruz on road to Cotoca","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra",,,"Achatocarpus nigricans Triana",-17.783333,-63.066667,"NEE",34182,"ACHATOCARPACEAE_NEE_34182",-3,8,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","divergent identifications",2,TRUE,-17.78333,-63.06666,"","","","FALSE","dup"
1258756524,"http://www.tropicos.org/Specimen/1529312",,"LPB","Tropicos","Tropicos","PRESERVED_SPECIMEN","1529312","Nee 34182","Michael H. Nee","PRESENT",1987-02-20,1987,2,20,,,,"BO","Santa Cruz",,"Andrés Ibáñez","The llanura, at the Jardin Botanico de Santa Cruz. 12 km E of center of Santa Cruz, on road to Cotoca","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz de la Sierra","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.78333,-63.06666,"NEE",34182,"ACHATOCARPACEAE_NEE_34182",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","divergent identifications",2,TRUE,-17.78333,-63.06666,"","","","FALSE","dup"
1701204488,,"en","USF","Herb",,"PRESERVED_SPECIMEN","199453","36249","M. Nee, M. Salidas P.","PRESENT",1988-02-06,1988,2,6,"Level arid valley bottom, with columnar cacti.",,,"BO","Santa Cruz Dept.",,"Florida Prov.","3 km S of Mataral on road to Vallegrande.","Bolivia","Santa Cruz","Florida","Pampa Grande","M. Nee",1988-01-01,"Achatocarpus nigricans Triana",-18.1333,-64.2167,"NEE",36249,"ACHATOCARPACEAE_NEE_36249",-3,8,5,TRUE,500156,"Species","Accepted","Achatocarpaceae","Achatocarpus nigricans","Triana","Y","Accepted",FALSE,TRUE,2,FALSE,"groupable",FALSE,"Achatocarpus nigricans","identified",1,TRUE,-18.13,-64.22,"","","","FALSE","dup"
4031496224,"http://www.tropicos.org/Specimen/101872164",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101872164","Nee 36265","Michael H. Nee","PRESENT",1988-02-11,1988,2,11,,,,"BO","Santa Cruz",,"Andrés Ibáñez","3 km SE of Cotoca. Level plain, the soil fine sand and silt, with Chaco scrub and low forest","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.78333,-62.96666,"NEE",36265,"ACHATOCARPACEAE_NEE_36265",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.78333,-62.96666,"","","","FALSE","dup"
1258763416,"http://www.tropicos.org/Specimen/1535612",,"LPB","Tropicos","Tropicos","PRESERVED_SPECIMEN","1535612","Nee 36265","Michael H. Nee","PRESENT",1988-02-11,1988,2,11,,,,"BO","Santa Cruz",,"Andrés Ibáñez","3 km SE of Cotoca. Level plain, the soil fine sand and silt, with Chaco scrub and low forest","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.78333,-62.96666,"NEE",36265,"ACHATOCARPACEAE_NEE_36265",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.78333,-62.96666,"","","","FALSE","dup"
4061317511,"http://www.tropicos.org/Specimen/101869453",,"USZ","Tropicos","Tropicos","PRESERVED_SPECIMEN","101869453","Nee 39326","Michael H. Nee","PRESENT",1990-10-18,1990,10,18,,,,"BO","Santa Cruz",,"Andrés Ibáñez","8 km SSE of Cotoca on road to Paurito. Flat, remnant patch of nearly undisturbed semideciduous subtropical forest with many Chaco elements","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.81666,-62.96666,"NEE",39326,"ACHATOCARPACEAE_NEE_39326",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.81666,-62.96666,"","","","FALSE","dup"
4032052152,"http://www.tropicos.org/Specimen/101869454",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101869454","Nee 39326","Michael H. Nee","PRESENT",1990-10-18,1990,10,18,,,,"BO","Santa Cruz",,"Andrés Ibáñez","8 km SSE of Cotoca on road to Paurito. Flat, remnant patch of nearly undisturbed semideciduous subtropical forest with many Chaco elements","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.81666,-62.96666,"NEE",39326,"ACHATOCARPACEAE_NEE_39326",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.81666,-62.96666,"","","","FALSE","dup"
1258760275,"http://www.tropicos.org/Specimen/1532731",,"LPB","Tropicos","Tropicos","PRESERVED_SPECIMEN","1532731","Nee 39326","Michael H. Nee","PRESENT",1990-10-18,1990,10,18,,,,"BO","Santa Cruz",,"Andrés Ibáñez","8 km SSE of Cotoca on road to Paurito. Flat, remnant patch of nearly undisturbed semideciduous subtropical forest with many Chaco elements","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.81666,-62.96666,"NEE",39326,"ACHATOCARPACEAE_NEE_39326",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.81666,-62.96666,"","","","FALSE","dup"
1258763284,"http://www.tropicos.org/Specimen/1535483",,"LPB","Tropicos","Tropicos","PRESERVED_SPECIMEN","1535483","Nee 39485","Michael H. Nee","PRESENT",1990-10-26,1990,10,26,,,,"BO","Santa Cruz",,"Andrés Ibáñez","5 km N of Cotoca. Disturbed subtropical semideciduous forest with chaco elements","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.7,-63,"NEE",39485,"ACHATOCARPACEAE_NEE_39485",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,2,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.7,-63,"","","","FALSE","dup"
4061317313,"http://www.tropicos.org/Specimen/101865350",,"NY","Tropicos","Tropicos","PRESERVED_SPECIMEN","101865350","Nee 40063","Michael H. Nee","PRESENT",1990-11-28,1990,11,28,,,,"BO","Santa Cruz",,"Andrés Ibáñez","5.5 km NE of Cotoca, 1 km N of El Campero. Flat area and slope along Quebrada Cotoca, subtropical semideciduous forest with many chaco species","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.71666,-62.95,"NEE",40063,"ACHATOCARPACEAE_NEE_40063",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.71666,-62.95,"","","","FALSE","dup"
4031482213,"http://www.tropicos.org/Specimen/101865349",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101865349","Nee 40063","Michael H. Nee","PRESENT",1990-11-28,1990,11,28,,,,"BO","Santa Cruz",,"Andrés Ibáñez","5.5 km NE of Cotoca, 1 km N of El Campero. Flat area and slope along Quebrada Cotoca, subtropical semideciduous forest with many chaco species","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.71666,-62.95,"NEE",40063,"ACHATOCARPACEAE_NEE_40063",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.71666,-62.95,"","","","FALSE","dup"
1258755524,"http://www.tropicos.org/Specimen/1528410",,"LPB","Tropicos","Tropicos","PRESERVED_SPECIMEN","1528410","Nee 40063","Michael H. Nee","PRESENT",1990-11-28,1990,11,28,,,,"BO","Santa Cruz",,"Andrés Ibáñez","5.5 km NE of Cotoca, 1 km N of El Campero. Flat area and slope along Quebrada Cotoca, subtropical semideciduous forest with many chaco species","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.71666,-62.95,"NEE",40063,"ACHATOCARPACEAE_NEE_40063",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.71666,-62.95,"","","","FALSE","dup"
4031493275,"http://www.tropicos.org/Specimen/101868092",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101868092","Nee 44299","Michael H. Nee","PRESENT",1994-01-01,1994,1,1,,,,"BO","Santa Cruz",,"Andrés Ibáñez","1.5 km NW of the center of Cotoca. Chaco scrub vegetation along railroad","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.75,-63,"NEE",44299,"ACHATOCARPACEAE_NEE_44299",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.75,-63,"","","","FALSE","dup"
1258758621,"http://www.tropicos.org/Specimen/1531232",,"USZ","Tropicos","Tropicos","PRESERVED_SPECIMEN","1531232","Nee 44299","Michael H. Nee","PRESENT",1994-01-01,1994,1,1,,,,"BO","Santa Cruz",,"Andrés Ibáñez","1.5 km NW of the center of Cotoca. Chaco scrub vegetation along railroad","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.75,-63,"NEE",44299,"ACHATOCARPACEAE_NEE_44299",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.75,-63,"","","","FALSE","dup"
4031489194,"http://www.tropicos.org/Specimen/101871059",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101871059","Nee 45922","Michael H. Nee","PRESENT",1994-12-13,1994,12,13,,,,"BO","Santa Cruz",,"Andrés Ibáñez","Quebrada Quitachiyú, 14 km ENE of Cotoca, 3.5 km SSE of Cotoca--Puerto Pilas highway on road to El Espino","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M.H. Nee",2023-01-01,"Achatocarpus praecox Griseb.",-17.73333,-62.85,"NEE",45922,"ACHATOCARPACEAE_NEE_45922",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.73333,-62.85,"","","","FALSE","dup"
1258762107,"http://www.tropicos.org/Specimen/1534405",,"USZ","Tropicos","Tropicos","PRESERVED_SPECIMEN","1534405","Nee 45922","Michael H. Nee","PRESENT",1994-12-13,1994,12,13,,,,"BO","Santa Cruz",,"Andrés Ibáñez","Quebrada Quitachiyú, 14 km ENE of Cotoca, 3.5 km SSE of Cotoca--Puerto Pilas highway on road to El Espino","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.73333,-62.85,"NEE",45922,"ACHATOCARPACEAE_NEE_45922",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.73333,-62.85,"","","","FALSE","dup"
4031997157,"http://www.tropicos.org/Specimen/101862166",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101862166","Nee 46523","Michael H. Nee","PRESENT",1995-12-28,1995,12,28,,,,"BO","Santa Cruz",,"Manuel Maria Caballero","6.5 km (by road) SW of Mataral on highway to San Isidro, narrow gorge, at confluence of río Kari Kari and quebrada Seca","Bolivia","Santa Cruz","Florida","Pampa Grande","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-18.13333,-64.26666,"NEE",46523,"ACHATOCARPACEAE_NEE_46523",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-18.13333,-64.26666,"","","","FALSE","dup"
1258751960,"http://www.tropicos.org/Specimen/1525171",,"USZ","Tropicos","Tropicos","PRESERVED_SPECIMEN","1525171","Nee 46523","Michael H. Nee","PRESENT",1995-12-28,1995,12,28,,,,"BO","Santa Cruz",,"Manuel Maria Caballero","6.5 km (by road) SW of Mataral on highway to San Isidro, narrow gorge, at confluence of río Kari Kari and quebrada Seca","Bolivia","Santa Cruz","Florida","Pampa Grande","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-18.13333,-64.26666,"NEE",46523,"ACHATOCARPACEAE_NEE_46523",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-18.13333,-64.26666,"","","","FALSE","dup"
4031481240,"http://www.tropicos.org/Specimen/101862400",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101862400","Nee 46536","Michael H. Nee","PRESENT",1995-12-28,1995,12,28,,,,"BO","Santa Cruz",,"Manuel Maria Caballero","9 km SE of Comarapa on highway to San Isidro","Bolivia","Santa Cruz","Manuel María Caballero","Comarapa","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.96666,-64.48333,"NEE",46536,"ACHATOCARPACEAE_NEE_46536",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.96666,-64.48333,"","","","FALSE","dup"
1258752205,"http://www.tropicos.org/Specimen/1525385",,"USZ","Tropicos","Tropicos","PRESERVED_SPECIMEN","1525385","Nee 46536","Michael H. Nee","PRESENT",1995-12-28,1995,12,28,,,,"BO","Santa Cruz",,"Manuel Maria Caballero","9 km SE of Comarapa on highway to San Isidro","Bolivia","Santa Cruz","Manuel María Caballero","Comarapa","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.96666,-64.48333,"NEE",46536,"ACHATOCARPACEAE_NEE_46536",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.96666,-64.48333,"","","","FALSE","dup"
4031481250,"http://www.tropicos.org/Specimen/101863519",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101863519","Nee 46607","Michael H. Nee","PRESENT",1995-12-29,1995,12,29,,,,"BO","Santa Cruz",,"Manuel Maria Caballero","0.5 km SE of turnoff (to Pulquina) on SE side of Palizada along highway from San Isidro to Matoral and Mairana","Bolivia","Santa Cruz","Manuel María Caballero","Comarapa","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-18.05,-64.41666,"NEE",46607,"ACHATOCARPACEAE_NEE_46607",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-18.05,-64.41666,"","","","FALSE","dup"
2013824026,,"es","ICN","COL",,"PRESERVED_SPECIMEN","425272","46607","Michael Nee","PRESENT",1995-12-29,1995,12,29,,,"Barren catus desert with Harrisia tephracantha, Neoraimondia herzogiana, Schinopsis, Capparis retusa, C. atamisquea, C. speciosa, much ground cover of Selaginella sellowii, but grazed. Habitat hill of Miocene San Isidro Formation tuffite.","BO","Santa Cruz",,,"0,5 kiloemeters south east of turnoff (to Pulquina), on southeast side of Palizada along highway from San Isidro to Mataral and Mairana.","Bolivia","Santa Cruz","Manuel María Caballero","Comarapa","Michael Nee",1996-01-01,"Achatocarpus praecox Griseb.",-18.058333,-64.425,"NEE",46607,"ACHATOCARPACEAE_NEE_46607",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-18.05,-64.41666,"","","","FALSE","dup"
1258753494,"http://www.tropicos.org/Specimen/1526526",,"USZ","Tropicos","Tropicos","PRESERVED_SPECIMEN","1526526","Nee 46607","Michael H. Nee","PRESENT",1995-12-29,1995,12,29,,,,"BO","Santa Cruz",,"Manuel Maria Caballero","0.5 km SE of turnoff (to Pulquina) on SE side of Palizada along highway from San Isidro to Matoral and Mairana","Bolivia","Santa Cruz","Manuel María Caballero","Comarapa","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-18.05,-64.41666,"NEE",46607,"ACHATOCARPACEAE_NEE_46607",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,4,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-18.05,-64.41666,"","","","FALSE","dup"
4031489138,"http://www.tropicos.org/Specimen/101864891",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","101864891","Nee 46698","Michael H. Nee","PRESENT",1996-01-05,1996,1,5,,,,"BO","Santa Cruz",,"Andrés Ibáñez","Quebrada 10.5 km SSE of center of Cotoca, 9.5 km SSE of turnoff from highway bypass at Cotoca on dirt road from Paurito","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.83333,-62.95,"NEE",46698,"ACHATOCARPACEAE_NEE_46698",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.83333,-62.95,"","","","FALSE","dup"
1258755010,"http://www.tropicos.org/Specimen/1527940",,"USZ","Tropicos","Tropicos","PRESERVED_SPECIMEN","1527940","Nee 46698","Michael H. Nee","PRESENT",1996-01-05,1996,1,5,,,,"BO","Santa Cruz",,"Andrés Ibáñez","Quebrada 10.5 km SSE of center of Cotoca, 9.5 km SSE of turnoff from highway bypass at Cotoca on dirt road from Paurito","Bolivia","Santa Cruz","Andrés Ibáñez","Cotoca","M. Nee",1996-01-01,"Achatocarpus praecox Griseb.",-17.83333,-62.95,"NEE",46698,"ACHATOCARPACEAE_NEE_46698",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,3,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-17.83333,-62.95,"","","","FALSE","dup"
1258760591,"http://www.tropicos.org/Specimen/1533027",,"MO","Tropicos","Tropicos","PRESERVED_SPECIMEN","1533027","Nee 47518","Michael H. Nee","PRESENT",1997-12-24,1997,12,24,,,,"BO","Santa Cruz",,"Cordillera","Between new highway from Santa Cruz to Camiri and the railroad at turnoff to Paliza, 45 km S of turnoff from Santa Cruz--Samaipata highway","Bolivia","Santa Cruz","Cordillera","Cabezas","M. Nee",1997-01-01,"Achatocarpus praecox Griseb.",-18.29166,-63.2,"NEE",47518,"ACHATOCARPACEAE_NEE_47518",-3,8,5,TRUE,500159,"Species","Accepted","Achatocarpaceae","Achatocarpus praecox","Griseb.","Y","Accepted",FALSE,TRUE,2,FALSE,"groupable",FALSE,"Achatocarpus praecox","identified",1,TRUE,-18.29166,-63.2,"","","","FALSE","dup"
